user_input,retrieved_contexts,response,reference,context_precision,context_recall,faithfulness,answer_relevancy
What is the publication requirement for a Master by Research student to graduate?,"['16 \n \n3.0 \nACADEMIC GRADUATION \n \n3.1 \nList of Graduation Requirements \nBy Research \nBy Coursework \nMaster \nPhD \ni. Pass Research \nMethodology Course. \nii. Publication:  \nOne (1) article accepted \nin journals indexed by \nScopus or Web of Science \n(WoS) \niii. Pass viva voce. \niv. Submit final hardbound \nthesis. \nv. Approval by Senate. \ni. Pass Research Methodology \nCourse. \nii. Publications: \n• \nOne (1) article \naccepted/published in \nQ1/Q2 journal indexed by \nWeb of Science (WoS) \nOR; \n• \nTwo (2) articles \naccepted/published in \njournals indexed by \n(WoS)/ERA or Scopus. \niii. Pass viva voce. \niv. Submit final hardbound \nthesis. \nv. Approval by Senate. \ni. \nPass with minimum of \nB grade Research \nMethodology Course. \nii. \nCompleted all the \nrequired credit hours  \niii. \nObtain CGPA 3.00 and \nabove \niv. \nMinimum grade \nallowed is D for all \nmodules, provide that \n(i), (iii) and (v) are met. \nv. \nPass with minimum of \nB grade for the \ndissertation/industrial-\nbased \nproject/Capstone \nProject. \nvi. \nApproval by Senate \n \n3.2 \nStudent Clearance \nA student who has been approved for graduation is required to submit the completed Clearance Form']","According to Source [1], Page 21, the publication requirement for a Master by Research student to graduate is:

""One (1) article accepted in journals indexed by Scopus or Web of Science (WoS)"".

[1, Page: 21]",One (1) article accepted in journals indexed by Scopus or Web of Science (WoS).,0.9999999999,1.0,1.0,0.9794637788980417
What is the minimum CGPA required for a Master by Coursework student to graduate?,"['will NOT be considered for GA (PGFAC-03 (3/2022)). \n \nEligibility Requirement \ni. \nFulfils all the UTP admission criteria. \nii. Registered as a full time by research (local and international) postgraduate student only. \niii. Shows research capability in the proposed research project. \niv. The age limit does not reach 40 years old. \nv. Recipient not receiving any other financial support or scholarship/fellowship, and should \nnot be on any type of employment i.e.: Special Services, Graduate Assistantship (GA), \nExternal Sponsorship, etc. \nvi. Fulfil all Malaysian immigration rules and regulations for international students. \nvii. Able to carry out the work to be assigned by the Principal Investigator (PI). \n \n \nAcademic requirement for Graduate Research Assistant (GRA) Scheme \nLevel \nRequirements \nMaster \n• CGPA: minimum 3.25/4.00  \nPhD \n• Coursework: CGPA: 3.25/4.00 and above or equivalent from renowned university  \n• Research: Pass']","The minimum CGPA required for a Master by Coursework student to graduate is 3.25/4.00. [1, Page: 42]",Obtain CGPA 3.00 and above.,0.9999999999,1.0,1.0,0.9999999999998735
What is the minimum passing grade for the dissertation/project for a Master by Coursework?,['31 \n \n6.1.3 Grading System \nThe grading system is applicable to all courses except for Research Methodology (Please refer to \nPostgraduate Student Handbook THE CURRICULUM 1.1) and Project & Dissertation (Please refer \n6.2.1) \nScore Range \nGrade \nGrade Point \nOverall Grade \n85 – 100 \nA \n4.00 \nPass \n80 – 84.9 \nA- \n3.75 \nPass \n75 – 79.9 \nB+ \n3.50 \nPass \n65 – 74.9 \nB \n3.00 \nPass \n55 – 64.9 \nC+ \n2.50 \nPass \n50 – 54.9 \nC \n2.00 \nPass \n45 – 49.9 \nD+ \n1.50 \nPass \n40 – 44.9 \nD \n1.00 \nPass \n0 – 39.9 \nF \n0.00 \nFail \n \n6.2 \nAssessment \n6.2.1 Project & Dissertation \nProject/Dissertation is the final component in the coursework programme. Students must complete \nthe project/dissertation within two (2) consecutive semesters. Students who fail to complete the \nproject/dissertation within the stipulated time will be given a “Fail” status. The minimum marks for \nProject and Dissertation are 65% (B). \n \nStudents will be supervised for the project and dissertation. The topic for the project/dissertation will \nbe based on the discussion between the student and the supervisor.  \n \n6.2.2 Final Examination/Assessment'],"The minimum passing grade for the dissertation/project for a Master by Coursework is 65% (B). [1, Page: 36]",Pass with minimum of B grade for the dissertation/industrial-based project/Capstone Project.,0.9999999999,1.0,1.0,0.9999999999999115
When is a Master by Coursework student placed on 'Academic Probation'?,"['19 \n \n4.0 \nACADEMIC PERFORMANCE \n \n4.1 \nSatisfactory performance \nA student’s performance is considered satisfactory if he/she obtains 65% marks and above for \nPostgraduate by Research programme or a GPA and CGPA of 3.00 and above for Master by \nCoursework programme. If a student’s result is unsatisfactory, he/she will be placed on probation or \ndismissed from UTP. \n \n4.2 \nAcademic Probation \nA student may be placed under Academic Probation if he/she falls under these categories. \n \nResearch \nCoursework \n1. Failed Research Methodology. \n2. Failed Research Proposal Defense (RPD). \n3. Obtained Research Progress/APC marks \n64.9% and below any semester. \n4. Obtained “Category 4” in viva voce. \n1. Failed Research Methodology. \n2. Obtained a GPA or CGPA of 2.99 and below \nfor any semester. The student will only be \nallowed to register for a maximum of eleven \n(11) \ncredit \nhours \ngranted \nby \nthe \nDepartment’s Chair. \n \n \n4.3 \nAcademic Dismissal \nA student will be dismissed under the following conditions: \n \n1. Failed to complete the semester registration within the registration period. \n2. Failed Research Methodology for two (2) consecutive semesters.']","A Master by Coursework student is placed on Academic Probation if they:

• Obtained a GPA or CGPA of 2.99 and below for any semester.
• Failed Research Methodology.

[1, Page: 24]",Obtained a GPA or CGPA of 2.99 and below for any semester.,0.9999999999,1.0,0.3333333333333333,0.9239511482828441
When is a Master by Research student placed on 'Academic Probation'?,"['19 \n \n4.0 \nACADEMIC PERFORMANCE \n \n4.1 \nSatisfactory performance \nA student’s performance is considered satisfactory if he/she obtains 65% marks and above for \nPostgraduate by Research programme or a GPA and CGPA of 3.00 and above for Master by \nCoursework programme. If a student’s result is unsatisfactory, he/she will be placed on probation or \ndismissed from UTP. \n \n4.2 \nAcademic Probation \nA student may be placed under Academic Probation if he/she falls under these categories. \n \nResearch \nCoursework \n1. Failed Research Methodology. \n2. Failed Research Proposal Defense (RPD). \n3. Obtained Research Progress/APC marks \n64.9% and below any semester. \n4. Obtained “Category 4” in viva voce. \n1. Failed Research Methodology. \n2. Obtained a GPA or CGPA of 2.99 and below \nfor any semester. The student will only be \nallowed to register for a maximum of eleven \n(11) \ncredit \nhours \ngranted \nby \nthe \nDepartment’s Chair. \n \n \n4.3 \nAcademic Dismissal \nA student will be dismissed under the following conditions: \n \n1. Failed to complete the semester registration within the registration period. \n2. Failed Research Methodology for two (2) consecutive semesters.']","A Master by Research student may be placed under Academic Probation if they:

* Obtained Research Progress/APC marks 64.9% and below any semester.
* Failed Research Methodology.
* Failed Research Proposal Defense (RPD).
* Obtained “Category 4” in viva voce.

Source: [1, Page: 24]","Failed Research Methodology, Failed Research Proposal Defense (RPD), or Obtained Research Progress/APC marks 64.9% and below any semester.",0.9999999999,1.0,1.0,0.8869668497137942
What is one condition for 'Academic Dismissal' for a Master by Coursework student?,['4.3 \nAcademic Dismissal \nA student will be dismissed under the following conditions: \n \n1. Failed to complete the semester registration within the registration period. \n2. Failed Research Methodology for two (2) consecutive semesters. \n3. Exceeded the maximum duration of candidacy. (Refer 2.1) \nResearch \nCoursework \n1. Failed to complete the Research Proposal \nDefense (RPD) within stipulated time. \n2. Obtained Research Proposal Defense (RPD) \nunsatisfactory results (64.99% and below) \non the second attempt. \n3. Placed under Academic Probation for two \n(2) consecutive semesters. \n4. Obtained “Category 4” in viva voce re-\nevaluation. \n5. Obtained “Category 5” in viva voce. \n6. Failed to submit final hardbound thesis \nwithin stipulated time. \n \n1. Obtained GPA or CGPA 2.99 and below in two \n(2) consecutive semesters. \n2. Placed under Academic Probation for two (2) \nconsecutive semesters. \n3. Obtained GPA or CGPA below 2.50. \n \n \n \nAll decision on academic dismissal is at the discretion of the University Examination Committee (UEC) \n& Senate.'],"According to Source [1], Page 24, one condition for Academic Dismissal for a Master by Coursework student is:

* Failed to complete the Research Proposal Defense (RPD) within stipulated time.

[1, Page: 24]",Obtained GPA or CGPA 2.99 and below in two (2) consecutive semesters.,0.9999999999,1.0,1.0,0.9746239724835012
What is one condition for 'Academic Dismissal' for a PhD/Master by Research student?,['4.3 \nAcademic Dismissal \nA student will be dismissed under the following conditions: \n \n1. Failed to complete the semester registration within the registration period. \n2. Failed Research Methodology for two (2) consecutive semesters. \n3. Exceeded the maximum duration of candidacy. (Refer 2.1) \nResearch \nCoursework \n1. Failed to complete the Research Proposal \nDefense (RPD) within stipulated time. \n2. Obtained Research Proposal Defense (RPD) \nunsatisfactory results (64.99% and below) \non the second attempt. \n3. Placed under Academic Probation for two \n(2) consecutive semesters. \n4. Obtained “Category 4” in viva voce re-\nevaluation. \n5. Obtained “Category 5” in viva voce. \n6. Failed to submit final hardbound thesis \nwithin stipulated time. \n \n1. Obtained GPA or CGPA 2.99 and below in two \n(2) consecutive semesters. \n2. Placed under Academic Probation for two (2) \nconsecutive semesters. \n3. Obtained GPA or CGPA below 2.50. \n \n \n \nAll decision on academic dismissal is at the discretion of the University Examination Committee (UEC) \n& Senate.'],"One condition for 'Academic Dismissal' for a PhD/Master by Research student is:

* Failed to complete the Research Proposal Defense (RPD) within stipulated time. [1, Page: 24]

or

• Obtained Research Proposal Defense (RPD) unsatisfactory results (64.99% and below) on the second attempt. [1, Page: 24]",Placed under Academic Probation for two (2) consecutive semesters.,0.9999999999,1.0,1.0,0.9999999999998965
When must a full-time PhD candidate complete their first Research Proposal Defence (RPD)?,"['given another opportunity to re-submit their RPD within the allocated time after their first attempt of \nRPD. Failing this, they may face termination of candidature. However, student must first attend and \npass Research Methodology course before undergo Research Proposal Defence (RPD). \n \nRPD Submission \nAll candidates are required to submit one (1) copy of the RPD report using the form “Submission for \nRPD/RCS – https://forms.office.com/r/ZeAcqsmnJ8 via online within the allocated deadline. The RPD \nmust be endorsed by the candidate’s main supervisor prior to submission. Student will distribute the \nsubmitted RPD report to the nominated Panel of Evaluators two (2) weeks prior to the date of the RPD \nsession. \n \nRPD Deadline – Effective January 2025 \nCandidate under the research programme mode must undertake the RPD within the stipulated period \ngiven below. All candidates will be allowed a maximum of TWO (2) attempts to deliver a successful \nRPD. Failure to resubmit or unsuccessful RPD within the given period may cause termination of \ncandidature.']","According to Source [1], Page 29, there is no specific mention of when a full-time PhD candidate must complete their first Research Proposal Defence (RPD). However, it is stated that candidates under the research programme mode must undertake the RPD within the stipulated period given below.

• The deadline for RPD submission is not specified for the first attempt.
• Candidates are allowed a maximum of TWO (2) attempts to deliver a successful RPD.",All PhD candidates are required to successfully complete their first RPD within eight (8) months from the date of registration.,0.0,1.0,0.75,0.9243958799364985
When must a full-time Master by Research candidate complete their first RPD?,"['25 \n \nFull Time Students: \ni. \nMaster Programmes \nAll master’s candidates are required to successfully complete their first RPD within the \nfirst semester of registration or eight (8) months from the date of registration. The \nunsuccessful candidate in the first RPD may re-submit for the second RPD within three (3) \nmonths from date of the first RPD. The panel can only be changed under specific \ncircumstances (e.g., transfer, retirement), with written approval from the Department \nChair. \n \nii. PhD Programmes \nAll PhD candidates are required to successfully complete their first RPD within eight (8) \nmonths from the date of registration. Candidates who are unsuccessful in their first RPD \nmay re-submit for the second RPD within six (6) months from the date of first RPD. The \npanel can only be changed under specific circumstances (e.g., transfer, retirement), with \nwritten approval from the Department Chair. \n \nPart Time Students: \ni. \nMaster Programmes \nAll master’s candidates are required to successfully complete their first RPD within the \nfirst semester of registration or twelve (12) months from the date of registration.']","According to Source [1], Page 30, all master's candidates are required to successfully complete their first RPD within the first semester of registration or eight (8) months from the date of registration.",All master's candidates are required to successfully complete their first RPD within the first semester of registration or eight (8) months from the date of registration.,0.9999999999,1.0,1.0,0.7984541757833971
Is the Research Completion Seminar (RCS) required for Master by Research students?,['28 \n \n5.2.4 \nResearch Completion Seminar (RCS) – PhD Only \nResearch Completion Seminar (RCS) is a process of evaluation on a PhD student’s written \nreport/dissertation which describes the research conducted within the period of PhD candidacy \ngraduate study. PhD candidates are required to undertake RCS assessment before being allowed to \nsubmit their final draft thesis and sit for viva voce examination. Candidates are required to present \nRCS to a Panel of Examiners appointed by Dean of Centre for Graduate Studies. Candidates who are \nsuccessful in their RCS may submit the form via UCampus (Refer Notice of Thesis Submission Form) \nfor submission of the final draft thesis for viva voce examination. Candidates who are unsuccessful in \ntheir first RCS must re-sit for a second RCS within the allocated time. \n \nRCS Submission \nAll candidates are required to submit RCS report using the form “Submission for RPD/RCS – \nUTP/CGS/007” via online. The RCS report will be provided to the Panel of Examiners two (2) weeks \nprior to the date of the RCS session. https://forms.office.com/r/ZeAcqsmnJ8 \n \nRCS Assessment Session'],"No, according to Source [1] (Page: 33), RCS is only mentioned as a process of evaluation for PhD students' written report/dissertation. There is no mention of RCS being required for Master by Research students.","No, it is for PhD only.",0.9999999999,1.0,0.3333333333333333,0.7942982181885094
What is the maximum similarity percentage allowed for a thesis submission?,"['number of words permitted must have the permission of the University Academic \nCommittee (UAC) through the Supervisor at least three (3) months before the thesis \nsubmission. \niv. The candidate is required to proof that the thesis submitted has a similarity percentage \nnot more than 25%. \nv. Two (2) copies of the Final Draft Thesis (soft bound thesis) certified by the supervisor must \nbe submitted to the CGS for viva voce examination. \nvi. In the preparation of the thesis, the candidate must always refer to the latest guidelines \non University thesis format and other specific requirements as decided by the University \nAcademic Committee. \nvii. A candidate is not allowed to submit a thesis or part thereof which has been prepared for \nanother degree without explicit written permission. \nviii. Thesis submitted to UTP whether successful or not will become the property of UTP. UTP \nreserves the right to make copies of the thesis in whole or in part.']","The maximum similarity percentage allowed for a thesis submission is not more than 25%. [1, Page: 34]",The similarity percentage allowed is not more than 25%.,0.9999999999,1.0,1.0,0.9999999999999029
What is the maximum word count for a PhD thesis?,"['ii. One (1) internal examiner, who is not the Supervisor or Co-Supervisor of the candidate \niii. Chairman \n \nThe Panel of Examiners for PhD candidate shall consist of the following: \ni. \nOne (1) external examiner, and \nii. One (1) internal examiner, who is not the Supervisor or Co-Supervisor of the candidate \niii. Chairman \n \nThesis Submission \ni. \nA candidate must submit notice of submission of thesis via online form to the Centre for \nGraduate Studies using the specified form at least three (3) months before the submission \nof the final draft thesis. Notice of Thesis Submission for PhD/MSc Candidate via UCampus. \nii. The thesis must be written in the English language. The abstracts must be both in English \nand Bahasa Melayu translation. \niii. A PhD thesis must not exceed 100,000 words and a Master thesis must not exceed 50,000 \nwords. The number of words excludes quotations, translations, footnotes and endnotes, \nappendices, figures and illustrations. Candidates who wish to exceed the maximum \nnumber of words permitted must have the permission of the University Academic \nCommittee (UAC) through the Supervisor at least three (3) months before the thesis \nsubmission.']","A PhD thesis must not exceed 100,000 words. [1, Page: 34]","A PhD thesis must not exceed 100,000 words.",0.9999999999,1.0,1.0,0.9669534381776913
What is the maximum word count for a Master thesis (by research)?,"['ii. One (1) internal examiner, who is not the Supervisor or Co-Supervisor of the candidate \niii. Chairman \n \nThe Panel of Examiners for PhD candidate shall consist of the following: \ni. \nOne (1) external examiner, and \nii. One (1) internal examiner, who is not the Supervisor or Co-Supervisor of the candidate \niii. Chairman \n \nThesis Submission \ni. \nA candidate must submit notice of submission of thesis via online form to the Centre for \nGraduate Studies using the specified form at least three (3) months before the submission \nof the final draft thesis. Notice of Thesis Submission for PhD/MSc Candidate via UCampus. \nii. The thesis must be written in the English language. The abstracts must be both in English \nand Bahasa Melayu translation. \niii. A PhD thesis must not exceed 100,000 words and a Master thesis must not exceed 50,000 \nwords. The number of words excludes quotations, translations, footnotes and endnotes, \nappendices, figures and illustrations. Candidates who wish to exceed the maximum \nnumber of words permitted must have the permission of the University Academic \nCommittee (UAC) through the Supervisor at least three (3) months before the thesis \nsubmission.']","The maximum word count for a Master thesis by research is 50,000 words. [1, Page: 34]","A Master thesis must not exceed 50,000 words.",0.9999999999,1.0,1.0,0.9943855044194138
