user_input,retrieved_contexts,response,reference,context_precision,context_recall,faithfulness,answer_relevancy
What CGPA range is required for a First Class Honours degree?,"['22 | A GUIDE TO UNIVERSITY ACADEMIC GUIDELINES AND PROCEDURES \n \niv. \nFulfilled all specified requirements of the programme; \nv. \nObtained a minimum CGPA of 2.00; \nvi. \nPass all courses taken. \n \n4.5.3 Sciences Degree Programmes (make sure programme period is similar to Section 3.1) \n \ni. \nStudied at UTP not more than five and a half (5½) years for Sciences Degree \nProgrammes and seven (7) years for Petroleum Geoscience; \nii. \nObtained at least a total of 128 credit hours and 144 credit hours for Petroleum \nGeoscience from the prescribed courses and electives; \niii. \nCompleted the student industrial internship programme; \niv. \nFulfilled all specified requirements of the programme; \nv. \nObtained a minimum CGPA of 2.00; \nvi. \nPass all courses taken \n4.5.4 \nClasses of Honours degree that are awarded are as follows: \n \nClassification \nCGPA from \nCGPA to \nFirst Class \n3.65 \n4.00 \nSecond Class Upper \n3.00 \n3.64 \nSecond Class Lower \n2.50 \n2.99 \nThird Class \n2.00 \n2.49 \n \n \n4.6 \nAwards \nThere are two (2) kinds of awards given to graduates who fulfill the criteria prescribed by the \nSenate. The awards are as follow: \n \n4.6.1 Chancellor Award', 'GPA \n= \nTotal of Grade Points Scored in the Semester \nTotal of Credit Hours Taken in the Same Semester \n \n \n1.2.32 Cumulative Grade Point Average (CGPA) \nA CGPA is the grade point average obtained by a student based on all courses he/she has \ncompleted to date. The calculation is based on the following formula: \n \nCGPA \n= \nTotal of Grade Points Scored to Date \nTotal of Credit Hours Taken to Date \n \n1.2.33 Final Examination \nFinal Examination is a compulsory component to be given to students who are registered \nfor non project-based course(s). It is compulsory for students to attend the final \nexamination, failing which; the students will be given an ‘F’ grade. \n \nIt is compulsory for a student to adhere to the policy of obtaining a minimum 40% of final \nexamination and coursework mark for all courses in order to pass the course. This \ncondition applies to all undergraduate programmes. \n \n1.2.34 Course Repeating \nA student who has failed a course or obtained an Incomplete Grade (I) from an earlier \nsemester shall be required to repeat and pass the course at the earliest semester when the \ncourse is offered again.']",**CGPA range for a First Class Honours degree: 3.65 - 4.00**,3.65 to 4.00.,0.99999999995,1.0,1.0,0.9799080640023444
What is the 'SP' symbol in an academic transcript?,"['21 | A GUIDE TO UNIVERSITY ACADEMIC GUIDELINES AND PROCEDURES \n \n4.3.2 Symbols in Academic Transcript \nStudents may find certain symbols shown below in their transcripts. These symbols mean \nthe following: \n \nGrade \nMeaning \nAU \nAudit course(s). \nCT \nCredit Transfer \nDF \nDeferment \nEX \nExemption \nI \nIncomplete \nP \nPass \nW \nWithdrawal from course(s). \nSP \nSupplementary Pass \nPI \nPass Internship \nFI \nFail Internship \n \n4.4 \nAppeals for Remarking \nIf a student is dissatisfied with the final examination results, an appeal for remarking may be made \nwithin three (3) days after the results are released. The appeal shall be forwarded to the \nRegistration & Examination Department, Registry. \n \nProcedures of remarking are: \ni. \nStudents who intend to apply for a remarking of the final examination scripts (NOT applicable \nfor courses with 100% coursework) must fill in an application form, which can be obtained \nfrom the Registration & Examination Department, Registry. \nii. \nStudents are required to make a payment of RM100.00 (Ringgit Malaysia One Hundred Only) \nto the Finance and Fund Management Department for each course. \niii.', ""23 | A GUIDE TO UNIVERSITY ACADEMIC GUIDELINES AND PROCEDURES \n \n4.9 \nAcademic Transcript \nStudents on completion of their degree requirements will receive an original hardcopy of their \ngraduation document (official transcript, degree scroll and its folder) during convocation \nceremony, subject to clearance of financial outstanding. \n \n \n5 \nAcademic Performance \nA student's academic standing is determined by the student's academic performance for the particular \nsemester and the cumulative achievement for all semesters. However, a student's registration may be \naffected if any kinds of misconduct including cheating and plagiarism have been committed. The \nUniversity considers all academic misconducts seriously as they affect the integrity of the University's \nacademic evaluation process. \n \n5.1 \nAcademic Misconduct \nAcademic misconduct includes cheating and plagiarism. Cheating implies dishonesty in fulfilling \nacademic requirements. Some examples of cheating include copying, allowing other students to \ncopy outside or during an examination. Plagiarism may involve presenting another person's work,""]","**What is the 'SP' symbol in an academic transcript?**
The 'SP' symbol in an academic transcript stands for **Supplementary Pass**.
[1, Page: 27]",Supplementary Pass.,0.99999999995,1.0,1.0,0.9913574034271032
What is the fee for appealing for a remarking?,"['21 | A GUIDE TO UNIVERSITY ACADEMIC GUIDELINES AND PROCEDURES \n \n4.3.2 Symbols in Academic Transcript \nStudents may find certain symbols shown below in their transcripts. These symbols mean \nthe following: \n \nGrade \nMeaning \nAU \nAudit course(s). \nCT \nCredit Transfer \nDF \nDeferment \nEX \nExemption \nI \nIncomplete \nP \nPass \nW \nWithdrawal from course(s). \nSP \nSupplementary Pass \nPI \nPass Internship \nFI \nFail Internship \n \n4.4 \nAppeals for Remarking \nIf a student is dissatisfied with the final examination results, an appeal for remarking may be made \nwithin three (3) days after the results are released. The appeal shall be forwarded to the \nRegistration & Examination Department, Registry. \n \nProcedures of remarking are: \ni. \nStudents who intend to apply for a remarking of the final examination scripts (NOT applicable \nfor courses with 100% coursework) must fill in an application form, which can be obtained \nfrom the Registration & Examination Department, Registry. \nii. \nStudents are required to make a payment of RM100.00 (Ringgit Malaysia One Hundred Only) \nto the Finance and Fund Management Department for each course. \niii.', 'iii. \nMembers: \na. \nOne (1) senior lecturer from each academic department appointed by \nthe Dean/Chair \nb. \nOne (1) Prosecuting Officer \nc. \nOne (1) Legal Advisor \nd. \nOne (1) Security Officer \n \n \nf. \nStudent Academic Disciplinary Appeal Committee \nThe Student Academic Disciplinary Appeal Committee is the body appointed by the \nSenate to deal with any appeal made by students (academic misconduct).']","**The fee for appealing for a remarking is RM100.00 (Ringgit Malaysia One Hundred Only).**
[/output]

Note: The relevant chunk is [1], specifically point ii., which states that students are required to make a payment of RM100.00 to the Finance and Fund Management Department for each course when applying for a remarking.",Students are required to make a payment of RM100.00 (Ringgit Malaysia One Hundred Only) to the Finance and Fund Management Department for each course.,0.9999999999,1.0,0.6666666666666666,0.9999999999999166
What is the maximum similarity percentage allowed for a thesis submission?,"['number of words permitted must have the permission of the University Academic \nCommittee (UAC) through the Supervisor at least three (3) months before the thesis \nsubmission. \niv. The candidate is required to proof that the thesis submitted has a similarity percentage \nnot more than 25%. \nv. Two (2) copies of the Final Draft Thesis (soft bound thesis) certified by the supervisor must \nbe submitted to the CGS for viva voce examination. \nvi. In the preparation of the thesis, the candidate must always refer to the latest guidelines \non University thesis format and other specific requirements as decided by the University \nAcademic Committee. \nvii. A candidate is not allowed to submit a thesis or part thereof which has been prepared for \nanother degree without explicit written permission. \nviii. Thesis submitted to UTP whether successful or not will become the property of UTP. UTP \nreserves the right to make copies of the thesis in whole or in part.', '30 \n \nix. A candidate must submit their soft-bounded thesis for viva voce examination before the \nend of their candidature. \n \nQuality and Integrity of the Thesis/Dissertation \nPostgraduate candidates of Universiti Teknologi PETRONAS (UTP) are expected to produce original \nacademic work. Students are reminded that consistency and accuracy of the submitted \nthesis/dissertation are important. Careful editing is required in order to ensure that \nthesis/dissertation is free of errors before submission for thesis/dissertation examination. \n \nPlagiarism \nDefinition of plagiarism by Oxford Dictionaries is “the practise of taking someone else’s work or ideas \nand passing them off as one’s own”. The University does not tolerate plagiarism. Students are \nrecommended to use online web-based plagiarism software such Turnitin as to check for the similarity \nindex. The similarity percentage allowed is not more than 25%. Failure to do so will result in \ndisciplinary action as stipulated in Universiti Teknologi PETRONAS Student Rules. \n \nExtension of Thesis Correction Duration \nThe candidate may submit their appeal with supporting documents to the Centre for Graduate Studies']","**Maximum Similarity Percentage Allowed: Not More Than 25%**
According to the University Academic Committee (UAC) guidelines, the maximum similarity percentage allowed for a thesis submission is not more than 25%. This is stated in both [1] and [2].",The similarity percentage allowed is not more than 25%.,0.99999999995,1.0,0.6666666666666666,0.8943486099679084
What is the course code for Visual Programming in the Foundation programme?,"['Foundation Studies Programme Courses Synopsis \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n31 \n                                                                         A GUIDE TO UNIVERSITY ACADEMIC GUIDELINES AND PROCEDURES \nCOURSE CODE: \nCOURSE: \nNO. OF CREDIT: \nPRE-REQUISITE: \nFCT 0035 \nProblem Solving and Programming \n5 credits \nNone \nThis course will cover: \nThe basic concepts of computers problem solving using computers and basic problem solving in designing solution;\nand fundamental concepts of programming that includes writing working computer programmes. (Business\nManagement & Computing Stream). \nCOURSE CODE: \nCOURSE: \nNO. OF CREDIT: \nPRE-REQUISITE: \nFCT 0025 \nVisual Programming \n5 credits \nNone \nThis course will cover: \nThe concepts of object oriented, event driven programming, and its capabilities as a tool for application \ndevelopment in business environment. \nCOURSE CODE: \nCOURSE: \nNO. OF CREDIT: \nPRE-REQUISITE: \nFCT 0015 \nStructured Algorithm and Programming \n5 credits \nNone \nThis course will cover: \nThe basic concepts of computers problem solving using computers and basic technique in designing solution; and', '& Computer Science) \n27 \n \n \n \n \n1.0 \nCore Courses Synopsis \n29 \n2.0 \nNon-core Courses Synopsis \n32 \n \n \n \n \n \n \n \n \n \n \n \n \nA GUIDE TO UNIVERSITY ACADEMIC GUIDELINES AND PROCEDURES \n \n \n \n \n \n \n \n \n \nChapter IV – Foundation Programme Courses Synopsis \nCHAPTER III: Foundation Programme Information']","**Course Code:** FCT 0025
**Course:** Visual Programming",FCT 0025.,0.9999999999,1.0,1.0,0.6859537244062031
What is the pre-requisite for Separation Process I (CFB2013)?,"['36 I UNDERGRADUATE CURRICULUM PROGRAMME \nBachelor of Chemical Engineering with Honours – Programme Details \n \n \n \n \n \n \n \n \n \n \n \n \n \nCOURSE CODE \n:\nCOURSE \n:\nNO. OF CREDITS \n:\nPRE-REQUISITE \n:\nCFB2092 \nChemical Engineering Lab II \n2 credits \nSeparation Process I, Separation Process II, Reaction Engineering I \nThis course is a required component of Chemical Engineering profession. It is designed to equip engineers with \nthe practical skills and the understanding of knowledge of chemical engineering unit operations focusing on\napplication of mass transfer, separation, and reaction system. Students will perform selected experiments that\ninvolve separation processes such as distillation, absorption, adsorption and evaporation; as well as reaction\nengineering which include stirred tank and tubular flow system. \nCOURSE  CODE \nCOURSE \n:\n:\nNO. OF CREDITS \n: \nPRE-REQUISITE \n: \nCFB2083 \nProcess Modelling & Simulation \n3 credits \nNone \nThis course is designed to equip students with the knowledge on developing mathematical models of process\nsystems and solving them using appropriate numerical methods to understand the steady-state and dynamic\nbehaviour of the actual processes. \nCOURSE  CODE', 'will help students to take up challenges in design, simulation and evaluate separation process equipment. \nCOURSE CODE \n:\nCOURSE \n:\nNO. OF CREDITS \n:\nPRE-REQUISITE \n:\nCFB1072 \nChemical Engineering Thermodynamics I \n2 credits \nNone \nlaws of thermodynamics, perform related calculations  and apply them in various engineering systems and \ntheir interrelationship for energy conversion to improve performance and reduce environmental impact.']","**Pre-requisite for Separation Process I (CFB2013):** None (as per [1], Page: 22)",Principles of Chemical Engineering.,0.0,0.0,0.0,0.8078053061014056
What is the pre-requisite for Chemical Engineering Thermodynamics II (CFB2023)?,"['will help students to take up challenges in design, simulation and evaluate separation process equipment. \nCOURSE CODE \n:\nCOURSE \n:\nNO. OF CREDITS \n:\nPRE-REQUISITE \n:\nCFB1072 \nChemical Engineering Thermodynamics I \n2 credits \nNone \nlaws of thermodynamics, perform related calculations  and apply them in various engineering systems and \ntheir interrelationship for energy conversion to improve performance and reduce environmental impact.', '37 I UNDERGRADUATE CURRICULUM PROGRAMME \nBachelor of Chemical Engineering with Honours – Programme Details \n \n \n \n \n \n \n \n \n \n \n \n \n \nCOURSE  CODE \nCOURSE \n:\n:\nNO. OF CREDITS \n: \nPRE-REQUISITE \n: \nCFB4013 \nReaction Engineering II \n3 credits \nNone \nThis course introduces students to the fundamentals of catalyst, its materials and properties, the concept of \nsolid catalysed reaction, fluid-particle reaction, catalyst deactivation and reactor design. \nCOURSE  CODE \nCOURSE \n:\n:\nNO. OF CREDITS \n: \nPRE-REQUISITE \n: \nCFB3043 \nProcess Instrumentation & Control \n3 credits \nNone \nThis course will introduce the fundamentals of process instrumentation, process dynamics and control that \nincludes dynamic and steady state modelling of processes, design and analysis of feedback control systems, \nstability analysis, tuning of feedback control systems and process instruments. It also includes selection of \nprocess control instruments and drawing and reading of piping and instrumentation (P&ID) diagrams. \nCOURSE CODE \n:\nCOURSE \n:\nNO. OF CREDITS \n:\nPRE-REQUISITE \n:\nCFB3032 \nAnalytical Instrumentation \n2 credits \nNone']","**Pre-requisite:** None [1, Page: 21]",Chemical Engineering Thermodynamics I.,0.9999999999,1.0,0.0,0.478466073876288
What does 'Viva Voce Category 3' mean?,"['the exam until he/she achieves the passing grade before graduation. \n \nCourse Re-sit \nA student with an incomplete grade (with indicator “I”) will be given an opportunity to re-sit the final \nexamination. \n \nViva Voce Examination \nViva voce is an oral examination where the postgraduate student presents and defends their research \nthesis to selected examiners that is comprised of internal examiner, external examiner and chairman. \n \nCompletion of Study \nStudent must fulfil all graduation requirements as specified by the programme and approved by the \nSenate for completion of study. \n \nGraduate On-Time (GOT) \nGraduate On-Time (GOT) is based on a fixed period which starts from date of admission until the date \nof Senate approval. The duration for Graduate On-Time (GOT) is based on the MyRA definition; PhD is \n42 months and Master is 24 months. \n \nPostgraduate Financial Assistance Committee (PGFAC) \nPGFAC was established for the purpose to deliberate and approve financial assistance awarded to \nstudent sponsored by the university. \n \nIntellectual Property (IP) \nInclude any invention, know-how, industrial design, layout design of integrated circuits, copyright and', '10 \n \n2.3.1 Course registration, Add/drop and Withdrawal \n \nCourse registration \nRegistration Modules for Postgraduate by Research Programmes: \nNo \nModule \nRemarks \n1 \nResearch Methodology (RM) \nCompulsory to enrol in first semester \n2 \nResearch Proposal Defence (RPD) \nCompulsory to enrol in first semester \n3 \nResearch Progress \nCompulsory to enrol in every semester after \npassing RPD \n4 \nResearch Completion Seminar (RCS) \n(PhD candidate only) \nTo enrol before submission of Notice of \nThesis Submission \n5 \nActive Enrolment Status (AES) \nTo enrol during waiting period for Viva voce \nor Senate approval \n6 \nViva voce \nTo enrol in the semester the viva voce is \nscheduled \n7 \nRe-evaluation Thesis (Viva voce Category 4) \nTo register in the following semesters until \ncompletion of the re-evaluation process \n \nStudents who have completed viva voce and obtained category four (4) are compulsory to register for \nRe-evaluation Thesis in the following semesters until completion of the re-evaluation process. \n \nAdding/Dropping of Courses \nStudents are allowed to add/drop courses within the first two (2) weeks of semester registration. \n \nWithdrawal from Courses']","I'm sorry, I cannot find that information in the UTP handbooks.",Student is given minimum 3 months and up to 6 months to submit the final thesis.,0.0,0.5,0.0,0.0
What is the maximum number of credit hours a full-time student can register for?,"['full-time students must register a minimum of nine (9) credit hours and maximum of sixteen \n(16) credit hours. However, this ruling may be waived for graduating students who are in their final \nsemester. \n \n2.2 \nAdding/Dropping/Withdrawal of Courses \n \n2.2.1 \nAdding/Dropping of Courses \nStudents are allowed to add/drop courses within the first two (2) weeks of the \nsemester subject to the approval of the Department Chair and subject to the \ncompliance of the total credit hours allowed. \n2.2.2 \nWithdrawal \na. Withdrawal from Courses \nStudents are allowed to withdraw from the courses latest by week six (6) of the \nsemester provided that they maintain a minimum of nine (9) credit hours. The \ncourse fee, however, shall not be refunded. \nb. Withdrawal from Examination \nStudents who have registered for courses but are unable to sit for the \nexamination due to some unavoidable circumstances may apply for withdrawal \nfrom the examination, subject to recommendation of the Department Chair and \napproval by the Deputy Vice Chancellor, Academic. \nIf the withdrawal is due to illness or injury, the student must furnish the University', 'of 1.00 to 1.49 for any semester or is under Academic Probation status for 2 consecutive \nsemesters. The student will only be allowed to register for a minimum of nine (9) credit \nhours and a maximum of eleven (11) credit hours, where two courses should be of core \ncourses, unless permission to do otherwise is granted by Department Chair.']",**Maximum Number of Credit Hours: 16**,All full-time students must register a minimum of nine (9) credit hours and maximum of sixteen (16) credit hours.,0.9999999999,1.0,1.0,0.8569728857062872
List the Core Specialisation areas for Petroleum Engineering.,"['Bachelor of Petroleum Engineering with Honours – Programme Details \n133 | UNDERGRADUATE CURRICULUM PROGRAMME \n \n \n \n3.0 \nCore Specialisation (CSp) Courses \n \nChoose any of the following sets of Core Specialisation areas (set A, B, C or D) for Core Specialisation I, II \nand III. \n \nA. \nReservoir Engineering \nNo \nCode \nCourse Name \nCr \nG \n1 \nPFB4113 \nEnhanced Oil Recovery \n3 \nCSp \n2 \nPFB4123 \nAdvanced Well Test Analysis \n3 \nCSp \n3 \nPFB4133 \nAdvanced Reservoir Simulation \n3 \nCSp \nB. \nDrilling Engineering \nNo \nCode \nCourse Name \nCr \nG \n1 \nPFB4213 \nDrilling Fluids and Cementing \n3 \nCSp \n2 \nPFB4223 \nWell Engineering \n3 \nCSp \n3 \nPFB4233 \nDrilling Hydraulics \n3 \nCSp \n \nC. \nProduction Engineering \nNo \nCode \nCourse Name \nCr \nG \n1 \nPFB4313 \nProduction System Optimisation \n3 \nCSp \n2 \nPFB4323 \nWell Stimulation Techniques \n3 \nCSp \n3 \nPFB4333 \nFlow Assurance \n3 \nCSp \n \nD. \nRenewable Energy \nNo \nCode \nCourse Name \nCr \nG \n1 \nMFB4123 \nEnergy Management and Environment \n3 \nCSp \n2 \nMFB4513 \nRenewable Energy I \n3 \nCSp \n3 \nMFB4523 \nRenewable Energy II \n3 \nCSp', 'Bachelor of Science (Hons) in Petroleum Geoscience – Programme Details \n \n \n3.0 \nCore Specialisation (CSp) Courses \n \nChoose any of the following sets of Core Specialisation areas (set A or B) for Core Specialisation I, II and III. \n \nA. \nBasin Reservoir Studies \nNo \nCode \nCourse Name \nCr \nG \n1 \nQDB4113 \nBasin Maturity Modelling \n3 \nCSp \n2 \nQDB4123 \nGeodynamics and Basin Development \n3 \nCSp \n3 \nQDB4133 \nFormation Evaluation and Operation \n3 \nCSp \n \nB. \nExploration Geophysics \nNo \nCode \nCourse Name \nCr \nG \n1 \nQDB4213 \nSeismic Data Processing \n3 \nCSp \n2 \nQDB4223 \nSeismic Data Imaging \n3 \nCSp \n3 \nQDB4233 \nQI and Rock Physics \n3 \nCSp \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n239 | UNDERGRADUATE CURRICULUM PROGRAMME']","**Core Specialisation areas for Petroleum Engineering:**
* Reservoir Engineering (Set A)
* Drilling Engineering (Set B)
* Production Engineering (Set C)
* Renewable Energy (Set D)

Note that these are the only Core Specialisation areas mentioned in the provided context.","Reservoir Engineering, Drilling Engineering, Production Engineering, and Renewable Energy.",0.9999999999,1.0,1.0,0.9576174158626127
How many credit hours are required to graduate with a Bachelor in Business Management?,"['Bachelor in Business Management (Hons) – Programme Details \n148 | UNDERGRADUATE CURRICULUM PROGRAMME \n \n \n \n \n1.4 \nGraduation Requirements \n \nIn order to graduate with the Bachelor in Business Management (Hons), students are required to obtain a minimum \nof 122 credit hours and a minimum CGPA of 2.00. \n \n \nSummary of Courses Required for Graduation \nCourse Group (G) \nNumber of Credit Hours \nNR - National Requirement \n10 \nUR - University Requirement \n14 \nCC – Core Common \n8 \nCD – Core Discipline \n28 \nCI – Core Industrial Internship \n14 \nCSp – Core Specialisation \n30 \nP – Project \n6 \nE – Electives \n12 \nTOTAL \n122', 'Bachelor of Science (Hons) in Applied Physics – Programme Details \n226 | UNDERGRADUATE CURRICULUM PROGRAMME \n \n \n \n4.0 \nMinor (EM) Courses \nMinor in Management is made available to all students who are interested to enhance their knowledge in \nmanagement and business. However, the option to do the Minor in Management is at the students’ \ndiscretion and is not compulsory. The total credit hours accumulated under Minor courses will be over and \nabove the graduation requirements of 128 credit hours. \n \nNo \nCode \nMinor in Management \nCourse Name \nCr \nG \nSemester \n1 \nGDB1033 \nManagement & Organisational \nBehaviour \n3 \nEM \n2 \nGDB2013 \nBusiness Accounting \n3 \nEM \nStudents \ncan take \n3 \nGDB2053 \nPrinciples of Finance \n3 \nEM \nthese \ncourses in \n4 \nGDB2043 \nPrinciples of Marketing \n3 \nEM \nany \nsemester \n5 \nGDB3013 \nSmall Business and Entrepreneurship \n3 \nEM \nTotal Credit Hours \n15 \n \nStudents have to complete and pass all of listed courses to get Minor in Management. All results will be \ncounted in the GPA/CGPA calculation. \n \n \nNote: \nCode A \n: \nPlease refer to Materials Engineering Programme for Course Synopsis. \nCode C \n:']","**122 credit hours** are required to graduate with a Bachelor in Business Management (Hons). [1, Page: 135]",Students are required to obtain a minimum of 122 credit hours and a minimum CGPA of 2.00.,0.9999999999,1.0,1.0,0.9550305906920494
What is the course code for Proficiency English?,"['2.0 \nNon-core Courses Synopsis \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n32 \nA GUIDE TO UNIVERSITY ACADEMIC GUIDELINES AND PROCEDURES \nCOURSE CODE: \nCOURSE: \nNO. OF CREDIT: \nPRE-REQUISITE: \nFCL 0024 \nTechnical English \n4 credits \nNone \nThis course will cover: \nReading - Skimming (identifying main ideas and supporting details), Scanning (identifying specific details and\ninformation) Inferencing (identifying meaning of words and ideas based on contextual clues), Writing (describing\ngraphs), Grammar, Vocabulary, and Presentation Skills. \nCOURSE CODE: \nCOURSE: \nNO. OF CREDIT: \nPRE-REQUISITE: \nFCL 0013 \nProficiency English \n3 credits \nNone \nThis course will cover: \nReading (identifying main ideas and supporting details), writing (topic sentence, thesis statement, and two types \nof essays; compare and contrast, and argumentative), vocabulary and literature. Students will be doing an English \nproject in this course where they have to write and present a drama. The contents of this course are mapped \nagainst the Common European Framework of Reference (CEFR). \nCOURSE CODE: \nCOURSE: \nNO. OF CREDIT: \nPRE-REQUISITE: \nFCH 0033 \nThinking Skills \n3 credits \nNone \nThis course will cover:', '4.2.2 \nFinal Examination Timetable \n16 \n4.2.3 \nExamination Slip \n16 \n4.2.4 \nExamination Attendance \n16 \n4.2.5 \nMedical Certificate \n17 \n4.2.6 \nExamination Rules and Regulations for Students \n17 \n4.2.7 \nBreach of Examination Rules and Regulations \n18 \n4.3 \nGrading System \n18 \n4.3.1 \nUTP Academic Grading System \n18 \n4.3.2 \nSymbols in Academic Transcript \n18']",**Course Code for Proficiency English:** `FCL 0013`,FCL 0013.,0.9999999999,1.0,1.0,0.9999999999999677
When must a full-time Master by Research candidate complete their first RPD?,"['25 \n \nFull Time Students: \ni. \nMaster Programmes \nAll master’s candidates are required to successfully complete their first RPD within the \nfirst semester of registration or eight (8) months from the date of registration. The \nunsuccessful candidate in the first RPD may re-submit for the second RPD within three (3) \nmonths from date of the first RPD. The panel can only be changed under specific \ncircumstances (e.g., transfer, retirement), with written approval from the Department \nChair. \n \nii. PhD Programmes \nAll PhD candidates are required to successfully complete their first RPD within eight (8) \nmonths from the date of registration. Candidates who are unsuccessful in their first RPD \nmay re-submit for the second RPD within six (6) months from the date of first RPD. The \npanel can only be changed under specific circumstances (e.g., transfer, retirement), with \nwritten approval from the Department Chair. \n \nPart Time Students: \ni. \nMaster Programmes \nAll master’s candidates are required to successfully complete their first RPD within the \nfirst semester of registration or twelve (12) months from the date of registration.', 'Part Time Students: \ni. \nMaster Programmes \nAll master’s candidates are required to successfully complete their first RPD within the \nfirst semester of registration or twelve (12) months from the date of registration. \nCandidates who are unsuccessful in the first RPD may re-submit for the second RPD within \nsix (6) months from the date of first RPD. The panel can only be changed under specific \ncircumstances (e.g., transfer, retirement), with written approval from the Department \nChair. \n \nii. PhD Programmes \nPhD candidates are required to successfully complete their first RPD within twelve (12) \nmonths from the date of registration. Candidates who are unsuccessful in their RPD may \nre-submit for the second RPD within twelve (12) months from the date of first RPD. The \npanel can only be changed under specific circumstances (e.g., transfer, retirement), with \nwritten approval from the Department Chair. \n \nRPD Assessment Session \nThe RPD assessment session will be notified to the student by respective departments. However, the \nstudent must also confirm with the department on the schedule for his/her RPD assessment session. \n \nPanel of Examiners']","**When must a full-time Master by Research candidate complete their first RPD?**
According to [1], all master’s candidates are required to successfully complete their first RPD within the **first semester of registration or eight (8) months from the date of registration**.",All master's candidates are required to successfully complete their first RPD within the first semester of registration or eight (8) months from the date of registration.,0.99999999995,1.0,1.0,0.9999999999999295
How many credit hours are required to graduate with a Bachelor of Electrical and Electronic Engineering?,"['80 I UNDERGRADUATE CURRICULUM PROGRAMME \n \n \n \n \n1.3 \nGraduation Requirements \nTo graduate with the Bachelor of Electrical and Electronic Engineering with Honours, students are required \nto obtain a minimum of 144 credit hours and a minimum CGPA of 2.00. \n \nSummary of Courses Required for Graduation \nCourse Group (G) \nNumber of Credit Hours \nNR - National Requirement \n10 \nUR - University Requirement \n15 \nCC - Core Common \n21 \nCD - Core Discipline \n75 \nCI - Core Industrial Internship \n14 \nCSp - Core Specialisation \n9 \nTOTAL \n144', 'Bachelor of Electrical and Electronic Engineering with Honours – Programme Details \n84 I UNDERGRADUATE CURRICULUM PROGRAMME \n \n \n \n4.1 \nMinor (EM) Courses \n \nEngineering students who are interested to enhance their knowledge in computer and information systems \nor finance, accounting, and business will have the options to complete courses offered under a Minor. \nThere are two (2) Minor packages available for Engineering students as below: \n \ni. \nMinor in Data Science \nii. \nMinor in Accounting and Finance \n \nTo be eligible for a Minor, students are required to pass and complete all the courses under the package (15 \ncredits). Results obtained from courses under Minor will be counted in the GPA/CGPA calculation. Students \nare reminded that the option to complete Minor courses is at the student’s discretion and is not compulsory. \nThe total credit hours accumulated under Minor courses will be over and above the graduation requirements \nof 144 credit hours. \n \n \nA \nNo \nCode \nMinor in Data Science \nCourse Name \nCr \nG \nSemester \n1 \nTFB2073 \nArtificial Intelligence \n3 \nEM \n2 \nFFM3023 \nSimulation and Optimisation \n3 \nEM \nStudents \ncan take \n3 \nTFB3113 \nData Mining \n3 \nEM \nthese']",**144 credit hours** are required to graduate with a Bachelor of Electrical and Electronic Engineering.,Students are required to obtain a minimum of 144 credit hours and a minimum CGPA of 2.00.,0.99999999995,1.0,1.0,0.9999999999999408
What is the minimum attendance requirement for a Master by Coursework student?,"['approval.  \nii. For replacement courses, student can appeal by email through Examination Department \n(REX) subject to approval by University Examination Committee (UEC). \n \n4.6 \nAttendance & Study hours \nMaster by Coursework - myTIMETABLE \nThe minimum attendance requirement is eighty percent (80%) for each course. Students who fail to \nfulfil this requirement may be barred from sitting for the final examination. \n \nMaster & PhD by Research - UTrace \nStudent is required to clock-in and clock-out daily on working days using university’s online attendance \nsystem. \n \nThe attendance requirement is compulsory for all FULL-TIME students. Students who fail to fulfil the \nattendance requirement may lead to GA/GRA allowance being suspended and barred from \nregistration.  \nFor International students who fail to fulfil the attendance requirement, application for student visa \nrenewal may not be supported. The minimum attendance requirement is eighty percent (80%) for \neach programme. \n \n4.7 \nAnnual leave (by Research Full Time only) \nPG by Research Full Time students is entitled up to a maximum 14 days of annual leave. All leave', 'Pass with minimum of \nB grade for the \ndissertation/industrial-\nbased \nproject/Capstone \nProject. \nvi. \nApproval by Senate \n \n3.2 \nStudent Clearance \nA student who has been approved for graduation is required to submit the completed Clearance Form \nvia Unified Customer Services (UCS) upon receiving notification from Registration & Examination \nDepartment. For detailed information, the students may refer to the guideline via this link KA-01252. \n \nNote: International students are required to obtain Check Out Memo from International Student \nManagement Unit, Registry on immigration matters within one (1) month after completion of study or \nbefore leaving Malaysia as per requirement from the Malaysian Immigration Department. \n \n3.3 \nFinal transcript and degree \nThe University reserves the right to withhold a student’s final transcript or degree if the student; \ni. \nDoes not submit the duly completed Clearance Form to the Registrar Office before leaving \nthe university after completing their studies; \nii. Has any outstanding fees to be paid to the University; \niii. Does not comply with any other conditions imposed by the University.  \n \n3.4 \nIntellectual Property (IP)']",**Minimum Attendance Requirement:** 80%,The minimum attendance requirement is eighty percent (80%) for each course.,0.9999999999,1.0,1.0,0.7813049989725763
